ax,ay,az,gx,gy,gz,label
2848,16064,600,-524,-2964,-1303,caminar
4028,19820,3144,-633,-2360,-1290,caminar
2916,16588,3540,-1547,-1022,917,caminar
3500,16832,6880,-1181,-2990,-3770,caminar
4592,16812,5456,-1669,-2871,-2489,caminar
604,10152,3956,-1105,-2310,-5733,caminar
2312,13168,4380,-1790,-3552,-4497,caminar
2216,16320,6164,-2141,-2977,-5690,caminar
2272,15792,4220,-2684,-1858,-2191,caminar
776,13276,2416,-2114,-733,-1873,caminar
1776,14268,3008,-1812,-814,-1462,caminar
1680,14984,1788,-2503,372,-697,caminar
2188,16448,4304,581,-59,-823,caminar
1656,16972,5312,-1055,1369,-2068,caminar
120,10324,-6100,1377,4289,-3384,caminar
472,19480,7164,-1036,2227,-3384,caminar
556,15644,7544,-1287,2320,-2085,caminar
-244,12964,4980,2009,-4501,-1552,caminar
-900,13896,6960,1596,316,-3279,caminar
-1004,14180,5444,1615,-830,-1804,caminar
-1296,12968,3080,-650,-1310,-545,caminar
-604,12700,2968,-1742,-767,376,caminar
-1044,14216,3416,-2123,-2679,-659,caminar
-704,16536,3012,-3274,-1785,-2328,caminar
-1588,14496,3676,-2747,-2588,-2314,caminar
-1560,16784,3960,-2597,-4767,-2824,caminar
-1744,16976,5692,-3694,-2706,-385,caminar
-428,17852,8800,-6496,-1447,762,caminar
-104,16596,9696,-2714,-2625,-668,caminar
712,14052,7972,-1156,-805,229,caminar
2092,13368,8508,-1024,-1085,1449,caminar
3200,13472,9812,-19,-2143,2177,caminar
3696,13004,9204,1502,-2973,1150,caminar
3280,12188,7812,1491,-4308,170,caminar
2896,12756,7288,858,-4551,-565,caminar
2320,13060,6792,-526,-4455,-961,caminar
1644,13380,6812,-285,-4409,-3126,caminar
1484,14084,5572,-192,-4405,-4163,caminar
1788,13952,4720,-937,-4778,-3737,caminar
2392,15144,3428,-1134,-4515,-3655,caminar
2268,16004,4060,-188,-2312,-2396,caminar
1944,17592,4672,263,578,-2324,caminar
1124,18024,4804,1272,2129,-31,caminar
-92,16760,6724,-355,2601,596,caminar
-828,18732,8412,-1105,2271,-1692,caminar
-516,17920,5240,-806,423,1637,caminar
-232,13484,5164,2042,865,459,caminar
-2384,12240,6084,1526,2530,-670,caminar
-2604,13428,6216,3050,3798,420,caminar
-2124,14060,5280,1070,5047,1880,caminar
-1056,12284,4824,-392,3511,2547,caminar
-428,13128,4304,-905,4038,2649,caminar
-604,15020,3868,-566,4598,2898,caminar
-324,16164,4340,-573,5596,4220,caminar
-404,17108,4892,-145,5264,5347,caminar
-496,17124,5760,175,5410,4513,caminar
-888,18820,8416,-370,5740,3790,caminar
280,16900,5720,1727,7850,5329,caminar
-1096,10236,6492,-921,8647,8680,caminar
-1100,12220,7572,1923,8621,3686,caminar
-1760,15348,8928,3854,12989,-525,caminar
-2120,15480,5824,127,15783,3549,caminar
-1464,13276,4696,-3339,13893,5201,caminar
320,13624,5712,-2132,16071,3955,caminar
636,14568,7448,-295,19015,5190,caminar
396,16868,8348,70,19488,5466,caminar
-232,18512,10212,-64,18608,5838,caminar
-620,16656,8532,1767,18255,4994,caminar
-2124,12244,6544,1607,17607,4803,caminar
-3884,12336,6540,-783,17091,5065,caminar
-3640,14116,7460,-104,18294,5141,caminar
-3760,14396,7360,-373,17782,5147,caminar
-2848,14948,5840,-2077,15888,4626,caminar
-2044,14596,5932,-4211,14849,4027,caminar
-816,14104,5292,-3221,13490,4187,caminar
-680,14088,4824,-3052,13416,5753,caminar
-520,15220,4380,-2331,11068,6286,caminar
-820,15480,5136,-1468,8343,4947,caminar
-432,16308,4608,-360,6852,4103,caminar
96,16368,4520,844,3588,3575,caminar
632,14660,4876,-774,4775,4345,caminar
-2296,17548,8336,1532,2949,2240,caminar
-428,16376,5240,3267,6930,1441,caminar
-944,13700,4920,-184,6752,4784,caminar
-812,14000,6216,-1491,3605,4463,caminar
-592,16256,6984,1776,8659,4455,caminar
-520,15624,6120,514,10392,5983,caminar
-584,12852,5108,-948,9028,5048,caminar
776,12676,4476,-1046,8750,2448,caminar
1484,14604,4392,-1910,9899,3712,caminar
2188,15788,5052,-1448,8087,4071,caminar
3212,16384,4484,257,7355,2918,caminar
3528,15820,5984,1115,7200,1337,caminar
3776,17264,6128,1705,5303,771,caminar
2236,16252,9372,-801,4509,1888,caminar
988,18996,9056,722,6197,-757,caminar
-1120,15184,4936,2642,2083,1935,caminar
-3464,13088,4968,345,-1811,2868,caminar
-1680,13880,5360,2690,5871,1878,caminar
-2600,16992,6412,791,10635,-208,caminar
-1156,13592,4148,1833,2768,2589,caminar
100,13180,1988,-634,4018,39,caminar
516,14760,2544,121,2613,2299,caminar
796,16256,1828,-822,412,1071,caminar
1520,16336,2312,-608,974,2297,caminar
820,17120,4344,-431,34,854,caminar
708,17708,4480,-1423,1213,1603,caminar
-652,19388,8944,-1022,-1491,1437,caminar
1416,17052,4616,1923,490,-850,caminar
116,9984,6224,-1207,2526,1927,caminar
1372,12988,6068,-372,1552,231,caminar
2188,16268,7812,46,2807,105,caminar
1388,15560,6260,718,4309,1008,caminar
648,14448,4868,-286,5798,-3,caminar
1276,14136,4420,306,4620,-609,caminar
1956,14948,4096,-222,4635,1786,caminar
2592,14944,3732,-37,5303,687,caminar
2640,14192,3244,-289,4245,-135,caminar
2196,15032,3312,-2025,3606,-466,caminar
4068,17164,1776,-1164,4167,-547,caminar
2908,16016,4804,-962,4071,344,caminar
2808,16452,5288,-1510,3653,1741,caminar
2436,19288,10388,-2267,1324,-2451,caminar
980,17000,8952,-851,-3897,-2547,caminar
24,12260,5872,-2250,-6247,102,caminar
-1824,14172,8816,-626,-6549,-1215,caminar
1368,15568,7152,4974,-2005,-2169,caminar
164,16224,5244,3307,1423,-635,caminar
-920,13848,5792,4039,-6457,890,caminar
-128,13920,4968,704,-7050,651,caminar
2544,14344,4532,783,-7199,-1426,caminar
2252,14740,4052,-1523,-4840,-3119,caminar
1864,13764,3492,-667,-4176,-2744,caminar
180,13600,2332,-3235,-7242,-1875,caminar
880,12216,5156,-5951,-1200,-1497,caminar
3096,13980,1096,-5415,-1053,-1874,caminar
1784,13888,2960,-8226,-3457,-1554,caminar
2044,15932,6596,-4204,-4408,1602,caminar
1952,17304,7332,-7532,-1184,827,caminar
3128,15340,10052,-7944,-2044,817,caminar
2668,15616,10328,-4716,-4408,3059,caminar
4844,14060,9024,-2560,-5708,599,caminar
3724,10008,7656,-431,-4166,2353,caminar
2380,12836,9848,-3244,1693,-4683,caminar
1044,11344,9324,-3196,1062,-7012,caminar
12,11520,8836,-3727,-550,-4338,caminar
996,12088,7808,-1935,-1709,-2525,caminar
2628,14012,8312,1317,3892,-174,caminar
1300,15196,8548,6247,12555,1957,caminar
4680,14992,5936,49,-4043,-7722,caminar
1464,14112,15888,527,-1840,-2087,caminar
-3572,13160,11572,1323,6091,-184,caminar
-1064,17104,12596,4019,5126,3626,caminar
-1652,12996,11348,1865,6946,1173,caminar
-2116,13860,8076,-109,-19,814,caminar
-3680,11244,7624,3266,2749,-919,caminar
-4336,12260,8584,-540,2919,-748,caminar
-4580,12380,8844,3606,8054,490,caminar
-3824,13084,6988,-1433,3685,-540,caminar
-3324,12300,6868,-6219,1864,356,caminar
-3396,12064,7724,-376,2828,2437,caminar
-3960,12712,11224,2942,4303,1762,caminar
-4624,13960,7756,4910,5848,3308,caminar
-2620,14100,4404,-2366,3796,3792,caminar
-2308,14256,8436,352,5541,3240,caminar
-4052,13068,5264,2908,7436,4690,caminar
-1756,11996,10104,-5241,11186,4715,caminar
-872,14020,10920,3690,9606,1039,caminar
-4108,17688,4944,1705,7011,7700,caminar
-5356,11960,2500,-6751,13131,5930,caminar
-6196,12564,12556,-374,20298,5184,caminar
-4800,12396,7016,1041,15325,4788,caminar
-4404,11408,4532,-1771,20679,3325,caminar
-5384,16080,6476,-3007,24693,4647,caminar
-5056,14508,7968,-6207,21055,7470,caminar
-6212,14272,9032,-3502,24256,5043,caminar
-8068,17720,8596,-2354,20970,4342,caminar
-7928,13848,4900,-6218,19780,5933,caminar
-6480,14756,7084,-3928,21874,4953,caminar
-4940,9304,7200,-4397,15540,3618,caminar
-4888,13796,4324,115,11333,-2231,caminar
-4756,18152,3144,-559,12561,1880,caminar
-3664,12676,3204,-4133,8999,6340,caminar
-3220,12596,3124,-2538,12499,1242,caminar
-3804,13980,3904,-3176,3194,1817,caminar
-5316,16640,-1288,-3222,1113,1198,caminar
-6680,16472,1044,-5512,4565,4590,caminar
-7184,15056,1904,-5304,2103,2723,caminar
-7520,16912,1080,-1342,3714,1294,caminar
-7636,14620,2216,616,6657,1397,caminar
-7412,21928,3392,-777,8372,-1960,caminar
-6028,18484,4512,-4665,7632,7750,caminar
-4000,10864,6352,2548,6185,4965,caminar
-2784,16140,6864,2703,3627,-3057,caminar
-2188,17268,9456,146,-4425,-1426,caminar
-2308,16712,772,1465,847,389,caminar
-1996,14096,4420,-260,3594,2358,caminar
-1752,10852,3432,-2080,2575,1198,caminar
-1464,10412,2900,-692,3267,-3032,caminar
-3724,14924,1756,-3198,4321,-4337,caminar
-4992,16900,1964,-5613,7116,-2270,caminar
-4524,15344,3244,-8475,7628,-915,caminar
-3896,17496,2712,-5799,6319,-1163,caminar
-3480,16208,6044,-6811,9589,382,caminar
-3428,17448,6004,-5084,5652,658,caminar
-3008,13004,8944,-8945,6619,2583,caminar
-4224,18676,6388,-1980,71,-3066,caminar
-5900,20576,4104,3402,1847,6052,caminar
-7840,11880,4964,6086,-320,10351,caminar
-6556,15452,6220,6636,3006,7003,caminar
-6488,13860,4508,-644,-252,11147,caminar
-4584,8488,2992,-368,2889,7030,caminar
-3304,9156,4180,-787,-2109,1193,caminar
-4060,15428,1652,782,-2941,-2808,caminar
-4296,19148,340,-26,-1891,-803,caminar
-2796,15212,744,532,-1318,-814,caminar
-2408,14604,2380,-710,-2094,86,caminar
-3368,14724,3128,-557,-4172,-3319,caminar
-5004,18672,3572,-1118,-4972,-940,caminar
-4144,20644,11588,421,8,-4669,caminar
-3680,21252,5192,-3342,-4781,3773,caminar
-356,6444,2888,-3589,-1833,5807,caminar
-332,10644,7260,2958,-4640,-5436,caminar
-2044,18500,3636,2141,-2843,-3372,caminar
-2172,16820,6328,620,-2610,211,caminar
-1380,14268,3932,999,-1113,876,caminar
-800,12776,3916,196,-1825,-25,caminar
-748,13884,2100,641,-1746,-1258,caminar
-1448,14188,664,-640,-803,-1335,caminar
-2484,15440,1160,-1441,2554,-2646,caminar
-3944,20272,5852,-1578,3103,-3119,caminar
-4232,17628,4132,-1765,2032,-1376,caminar
-4900,20864,5492,976,2979,-4872,caminar
-4392,19304,4780,1373,1622,2547,caminar
-4064,8520,7212,1138,2734,5721,caminar
-4104,12980,5352,4857,5573,117,caminar
-3172,13992,7028,907,3077,2853,caminar
-2576,12756,5092,526,2274,1770,caminar
-2684,11108,2208,-1743,604,-240,caminar
-2732,13252,196,-3174,932,-1475,caminar
-3108,15348,2240,-4673,237,-2081,caminar
-4192,17132,2600,-1868,-98,-4601,caminar
-5016,18124,2500,-1529,-668,-3963,caminar
-6028,18808,1500,-1857,146,-2582,caminar
-6044,17440,3832,-3286,911,-2076,caminar
-5112,20964,6572,-2268,333,378,caminar
-2332,13416,7680,-1729,4383,4522,caminar
200,9236,7368,-4228,-76,3328,caminar
660,9844,10128,-3806,-2942,499,caminar
-324,13548,10428,-2054,-5171,-2963,caminar
-1936,14984,8868,305,-9210,-4428,caminar
-3352,14840,3808,1470,-8033,-4134,caminar
-3736,13948,2756,2774,-6506,-3653,caminar
-3620,14248,4388,3755,-5174,-4023,caminar
-3708,15620,2176,3825,-2556,-2876,caminar
-3400,16064,3520,1511,412,-1624,caminar
-3032,16756,5868,-1738,1584,-701,caminar
-3908,20192,9080,-2181,1340,-2172,caminar
-4924,20088,9192,-1845,-2924,-904,caminar
-5352,12624,7108,3496,-3897,-62,caminar
-6120,8772,2880,5945,197,-338,caminar
-5804,9500,14156,4133,2920,7323,caminar
-5136,10192,7140,4704,-750,-3303,caminar
-5180,15096,3768,1440,-575,-3048,caminar
-4180,13596,2912,-3741,-1998,2041,caminar
-3516,13376,4004,-3424,-448,2367,caminar
-3272,12844,3960,442,-2649,-267,caminar
-4680,17740,1820,250,-1177,176,caminar
-5144,18584,2920,362,121,3173,caminar
-4804,18124,2988,-722,498,5047,caminar
-4824,14192,5500,-2210,2705,3995,caminar
-4444,21772,8396,903,578,-230,caminar
-4020,11304,4696,-2725,437,7286,caminar
-3080,4204,2360,-681,2230,899,caminar
-4940,13760,6932,-668,8032,-791,caminar
-4548,18012,11688,-4389,8499,1677,caminar
-3892,11656,7360,-5127,5558,2655,caminar
-4524,13760,3236,-4239,8837,681,caminar
-5072,14052,2976,-5915,13634,3338,caminar
-5212,14076,7400,-5588,17998,3266,caminar
-6928,16608,9084,-4015,19122,2652,caminar
-7980,16424,8832,-6000,22700,4835,caminar
-6748,17320,8976,-4946,19557,4602,caminar
-5944,11076,9708,-5232,19087,8014,caminar
-7028,8168,6396,-1870,17319,3408,caminar
-8412,12096,6560,-3175,18302,3978,caminar
-7988,9160,6876,-6990,17942,6764,caminar
-7384,11016,5560,-5448,17009,2340,caminar
-7568,19452,3372,-3588,16604,3755,caminar
-6676,15464,2680,-6725,17253,9782,caminar
-4824,12776,3664,-5234,15415,8898,caminar
-4148,13584,4460,-3950,12528,7443,caminar
-4168,13832,3720,-3100,9078,6635,caminar
-5368,14868,2728,-2160,7139,5765,caminar
-5928,15272,2060,-2763,5430,4823,caminar
-5628,14432,776,-2989,5039,3631,caminar
-4548,17668,5844,-1989,7891,-1,caminar
-2760,19448,7240,-4368,2837,2605,caminar
-940,10076,4092,-3047,3011,4521,caminar
-828,8828,3696,345,4764,-979,caminar
-2808,16372,3748,424,8476,-3203,caminar
-3792,20320,6992,-3436,9624,2779,caminar
-2156,15056,6312,-5687,6916,6121,caminar
-940,12768,4392,-3140,5822,2224,caminar
-1468,15752,4136,-1585,4583,250,caminar
-2168,16692,1944,-435,4684,101,caminar
-2572,16580,1940,-893,5427,1448,caminar
-2380,15404,2252,-704,7017,1581,caminar
-2236,15988,4264,-639,7484,1146,caminar
-2232,17484,5492,-1314,6606,781,caminar
-2564,16380,4076,-2346,5083,505,caminar
-3636,19488,8872,-2155,2563,-3744,caminar
-5072,21604,7188,-173,751,383,caminar
-5712,11020,-80,210,587,3777,caminar
-8784,14244,2628,2479,8515,4660,caminar
-7008,6580,5784,-1648,6526,5717,caminar
-6064,13640,2708,3629,4660,-2738,caminar
-5244,15696,-40,-769,6186,794,caminar
-3516,15176,3144,-3393,7217,3828,caminar
-2436,15472,2528,-1110,5244,1449,caminar
-2228,15984,2072,-5165,2946,4906,caminar
-1224,14028,1732,-6141,2347,7734,caminar
-1108,11508,3124,416,1096,1999,caminar
-3716,17852,1748,689,1304,-1938,caminar
-4284,20220,3772,-2583,1013,3357,caminar
-4072,17636,4388,-892,2186,2229,caminar
-3848,15968,9096,4021,482,-1254,caminar
-4640,14652,5840,3500,1795,3137,caminar
-3552,13048,5636,3195,1641,-743,caminar
-2812,16144,1432,-779,5239,732,caminar
-1492,15152,2724,-1546,5952,-407,caminar
-1268,18004,1380,-2718,6492,-209,caminar
-892,16276,2348,-3186,7577,2958,caminar
-448,13088,3600,-392,3948,1728,caminar
-416,13524,2008,-1212,4070,215,caminar
-656,15572,3440,-1436,3364,-1616,caminar
-352,18020,3168,-1576,2641,485,caminar
52,14804,1952,470,1973,-1397,caminar
-1968,17956,1892,-564,2403,-3492,caminar
-2800,15464,2460,-2825,5582,-2422,caminar
-3664,20952,5732,-1134,1399,-6225,caminar
-2980,21132,9764,-180,-3195,492,caminar
-5376,12344,1296,6432,-6055,85,caminar
-5564,19588,3736,6201,1963,2163,caminar
-4152,14700,6100,812,2210,8623,caminar
-2276,10852,6348,3003,-1864,3601,caminar
-2408,11296,704,2051,-3911,2340,caminar
-1660,10852,-428,1744,-2711,318,caminar
-1792,13924,656,374,-2576,-2270,caminar
-1988,17160,1384,-2029,-4932,-477,caminar
-1024,14268,848,-4206,-5429,1058,caminar
-496,15476,-680,-1029,-3601,-731,caminar
-984,16864,536,-4331,-3097,3376,caminar
-1772,18148,3336,-857,-2411,-549,caminar
-3608,21692,904,-3716,-2032,1105,caminar
-1840,17628,6896,-7060,-800,2023,caminar
-592,15112,3200,-4818,-802,2418,caminar
-3416,19052,18976,-1916,-3689,2036,caminar
932,12552,7600,-4710,-7790,2424,caminar
2368,14496,4496,-5039,-4295,-103,caminar
752,13644,6192,-7193,893,-1056,caminar
336,14320,5736,-5906,-30,844,caminar
1176,13452,6316,-7659,129,2446,caminar
1752,14176,7860,-2452,665,1268,caminar
1972,14744,7564,426,1203,-1000,caminar
1912,13424,7564,3045,649,-2174,caminar
1900,15284,8036,3276,2903,-2553,caminar
944,16128,7608,2551,3446,-1262,caminar
784,14736,8956,1801,2449,-1198,caminar
-476,15988,7188,2800,4384,-3152,caminar
-2104,15196,6968,3945,3970,-5433,caminar
-4204,12284,4720,4318,603,-3007,caminar
-3724,13076,5532,9684,3343,-2214,caminar
-5636,15976,4208,3892,6983,-295,caminar
-3076,15240,1508,-2541,5790,3825,caminar
-3256,13196,3532,-6098,2680,3261,caminar
-2560,13940,3416,-1583,3220,2301,caminar
-2004,15100,2648,694,3515,615,caminar
-2036,16416,2476,1440,2328,1809,caminar
-1220,16412,2064,2604,564,4487,caminar
-108,16196,2172,868,3347,1584,caminar
-1620,21384,4624,-87,9361,4449,caminar
-2284,12112,6076,-2865,1392,4556,caminar
-1652,21808,5796,1977,1969,-1607,caminar
-3088,14972,3132,-887,4179,6872,caminar
-2264,8992,4024,2872,4803,1389,caminar
-2696,17204,3952,3482,8890,-835,caminar
-2288,16452,5620,-688,13727,3517,caminar
-1864,11348,5496,1168,11476,1798,caminar
-2276,13176,2184,-1159,14895,-1062,caminar
-3180,15420,2872,-1948,18048,-497,caminar
-3500,15412,8264,-4152,19419,-1142,caminar
-4532,17344,6164,-755,17736,-3888,caminar
-5356,18500,4716,-3208,20128,-2123,caminar
-4696,16480,8628,-4474,17586,-3181,caminar
-3804,14536,4576,-3341,13130,-624,caminar
-4912,12284,3448,-2808,11485,-1840,caminar
-7336,17276,-524,-2415,11703,-1042,caminar
-8724,14960,-28,-4652,16142,1922,caminar
-7992,13816,-1192,-3495,17443,2524,caminar
-7848,15656,2412,-5389,18515,2216,caminar
-4096,14468,2912,-666,16066,1687,caminar
-3920,16036,5476,-3749,12306,3000,caminar
-3016,13472,3068,-3687,6398,1820,caminar
-3420,12404,-132,-3724,3052,655,caminar
-4308,14024,-3296,-3184,1026,-60,caminar
-5708,16452,-3260,-5510,1969,561,caminar
-8648,19072,1608,-1587,966,-51,caminar
-9576,18348,-84,-1810,2406,3456,caminar
-10204,11124,-7332,-6852,2176,3920,caminar
-5664,17428,12296,-3482,22052,5328,caminar
-4376,13464,-2428,-357,285,956,caminar
-2688,12328,6432,-1581,9905,1304,caminar
-1736,15900,4284,-194,10436,-699,caminar
-1372,18892,6124,-1629,8687,1797,caminar
-856,15860,4760,-1497,7977,3666,caminar
-1520,14928,1412,-620,6902,2872,caminar
-2020,15632,752,-538,7585,2248,caminar
-1684,14980,1300,-1724,7679,1488,caminar
-1556,15560,1152,-1034,4336,-675,caminar
-1616,16532,192,85,2112,-1713,caminar
-2120,17380,-1616,775,469,-2349,caminar
-2628,17196,-1548,117,2568,-1280,caminar
-2196,18708,-648,-2130,6011,874,caminar
-1184,20900,6480,-1262,6895,1641,caminar
-2192,20824,7312,-2901,2343,8635,caminar
-4204,5468,4584,692,-3528,5432,caminar
-5488,13856,-848,1737,-1753,70,caminar
-6208,14624,1556,134,1491,1614,caminar
-4952,19212,-2384,70,-226,-798,caminar
-2804,15168,-3028,-1804,3957,2236,caminar
-852,11820,-1060,-619,3240,917,caminar
-396,15192,-3148,141,2763,-847,caminar
128,16352,-1060,-1616,4724,2013,caminar
236,14776,1036,-2617,5144,2904,caminar
-368,16072,2048,-4351,3779,1478,caminar
-1400,19748,2112,-2003,-971,-1395,caminar
-2472,22528,2828,-2865,1460,1123,caminar
-2348,21396,4484,-512,-851,888,caminar
-2636,15548,2432,-3303,-131,5850,caminar
-264,6872,4236,-2061,557,1388,caminar
784,12464,3320,553,-3125,-1699,caminar
1516,15196,3624,-1092,9,-2676,caminar
1308,17500,4476,171,-1921,-1836,caminar
876,15380,1412,356,-2601,-742,caminar
588,14156,468,54,-1595,-683,caminar
440,14744,-760,954,-842,-1405,caminar
588,16804,-1220,746,1296,-1903,caminar
12,20060,1364,99,3431,-1303,caminar
-304,18964,4688,-1225,2395,738,caminar
-2868,16164,1524,-1298,3608,-999,caminar
-2912,22812,2736,-495,4919,-957,caminar
-3632,14776,7548,276,3642,4415,caminar
-3564,15056,-516,7847,-768,-1950,caminar
-2204,14228,2948,-559,5547,4714,caminar
-700,11224,3964,470,3258,874,caminar
-612,13672,1804,-549,349,-339,caminar
72,15332,1236,-1160,-709,-139,caminar
268,15376,900,326,-2829,-817,caminar
-692,16460,-1832,185,-3561,-574,caminar
-732,15460,-1564,-1411,-1798,-829,caminar
-1828,16504,876,-2532,-1603,487,caminar
-2956,17112,-464,-1232,-2815,-1269,caminar
-2232,18408,2956,-3624,-1254,-3189,caminar
-564,18528,3192,-1552,-2410,-877,caminar
-56,13572,1504,-2218,3293,2812,caminar
724,9272,3668,-2628,2456,2289,caminar
1100,14488,4356,-4166,3399,575,caminar
1596,18728,8916,-4251,-228,-1492,caminar
912,16624,5388,-1538,-5385,-1404,caminar
192,14100,3784,389,-7400,-3610,caminar
-300,15628,1848,1079,-7064,-3488,caminar
-504,16248,1548,1926,-5010,-3049,caminar
-260,16476,268,1896,-1919,-630,caminar
368,13436,1752,372,684,237,caminar
556,16084,2784,286,913,-1268,caminar
492,16328,4880,-1090,-125,-3326,caminar
-460,19324,1696,-1664,-2162,-3413,caminar
-696,20352,5764,-145,-2476,-3705,caminar
-1384,17208,4788,1251,-4406,-867,caminar
-2528,12972,3568,3426,-5591,-977,caminar
-4256,15164,4012,1556,-1754,3654,caminar
-4716,14708,7908,4474,-1409,-1372,caminar
-4796,17132,3036,1707,-5439,-71,caminar
-4220,12276,184,434,-4995,-99,caminar
-3140,13980,-1056,97,-2563,-1602,caminar
-2156,16164,1392,-461,-711,-10,caminar
-1856,16808,1672,418,-2066,-152,caminar
-1640,15584,-408,-726,-1512,1637,caminar
-1608,15740,-864,898,-1760,1102,caminar
-2176,16592,-136,1029,-210,2307,caminar
-2588,17368,384,272,1037,2289,caminar
-1924,15484,792,-420,346,3090,caminar
-1404,15036,-492,-850,-271,745,caminar
-1288,19896,2512,-932,1393,-942,caminar
-676,19400,2980,-1689,696,2784,caminar
-860,10912,3728,-1841,238,3872,caminar
-1304,11576,1332,663,380,-226,caminar
-1356,14268,3728,-1093,2771,-358,caminar
-1352,17508,5884,-900,3669,-2660,caminar
-1172,18196,4316,-3532,3776,1257,caminar
-852,12656,2604,-2787,3346,-274,caminar
-1384,15408,544,-3895,6047,-1078,caminar
-1440,16144,600,-4079,9600,-160,caminar
-2196,17844,2968,-2332,12301,-20,caminar
-2784,17212,3000,-945,13152,409,caminar
-3360,19152,5176,339,15276,638,caminar
-2472,13112,3924,-2456,15282,2682,caminar
-2076,13340,7044,-864,15739,-2009,caminar
-2680,21124,3660,-1951,13225,577,caminar
-3484,14544,5856,-2067,14051,3369,caminar
-4796,12916,2708,1287,10425,967,caminar
-6160,14984,3228,852,12758,1595,caminar
-6284,12956,2340,-2289,12933,3166,caminar
-6788,13920,3548,-1688,18449,703,caminar
-6136,15724,332,-825,19575,-419,caminar
-5388,17108,2328,-1923,23227,1938,caminar
-4004,16792,1508,-2441,25475,3053,caminar
